plot_code,country_code,survey_date,altitude,longitude,latitude,tsu_id,plot_id,country_name,sign_of_erosion,srf_salt,srf_crust,crsfrgab,srf_stone,lndform,slope_class,bare_soil,main_land_use,life_forms,crop_type,field_size,field_distribution_pattern,ploughing_sign,ploughing_direction,tillage_mode,input_crop_residue,input_green_manure,input_animal_manure,input_inorganic,water_supply,grazing_sign_present,grazing_sign_infrastructure,grazing_sign_droppings,grazing_sign_grass,overgrazing_sign_bare,overgrazing_sign_dung,overgrazing_sign_deforest
GH022-5-1,GH,2023/01/26,337,-1.2215495,6.9221288,783388501101801,241,Ghana,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 50% – irregular pattern and shape,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH053-1-1,GH,2024/01/12,287,-2.6293085,9.855497300000001,710798200501401,249,Ghana,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH038-1-1,GH,2024/01/13,323,-2.8027086,10.541097099999998,693876300200101,255,Ghana,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,No,No
GH038-4-1,GH,2024/01/13,315,-2.7951884,10.5384033,693876300500901,256,Ghana,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,Yes,No,No,No,Rainfed ,Yes,No,Yes,Yes,No,No,No
GH038-3-1,GH,2024/01/13,316,-2.7968564,10.5384873,693876300500701,257,Ghana,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH093-6-1,GH,2024/01/12,294,-2.6423167000000003,9.6426647,716141600201601,265,Ghana,Yes,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,No,No
GH093-1-1,GH,2024/01/12,294,-2.6521318,9.6405646,716141600400501,268,Ghana,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH201-2-1,GH,2024/01/12,348,-2.5043062999999997,9.603677699999999,717033000500401,271,Ghana,No,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,No,No
GH201-4-1,GH,2024/01/12,347,-2.5036366,9.6070451,717033000200501,272,Ghana,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,No,No
GH201-7-1,GH,2024/01/12,318,-2.4982987000000003,9.6007978,717033000901001,274,Ghana,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,No,No,No,No,Yes,No,No
GH092-4-1,GH,2024/01/12,277,-2.7369218999999996,9.997778,707235300701101,282,Ghana,Yes,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened","In slope direction, tangent to contour",Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH043-5-1,GH,2024/01/13,293,-1.7888453000000002,10.3691152,697889401301101,288,Ghana,Yes,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,No,No,No,No,Rainfed ,Yes,Yes,Yes,Yes,Yes,No,Yes
GH030-4-1,GH,2024/01/14,349,-2.2958142999999995,10.943631800000002,683637401400201,293,Ghana,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,No,No,No,No
GH030-1-1,GH,2024/01/14,335,-2.280641,10.954835800000001,683637400102001,296,Ghana,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,No,No
GH030-3-1,GH,2024/01/14,337,-2.2794548999999997,10.9426689,683637401502001,297,Ghana,No,No,No,Very few (0-2%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,Yes,No
GH141-3-2,GH,2024/01/14,364,-2.0186455000000003,10.8036681,687201201000902,299,Ghana,Yes,No,No,Few (2-5%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,More than 12 acres (> ± 5 ha ; > 50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,No,No,Rainfed ,No,No,Yes,No,No,No,No
GH141-2-1,GH,2024/01/14,370,-2.0213449,10.8003784,687201201300601,300,Ghana,Yes,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,More than 12 acres (> ± 5 ha ; > 50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Mechanical (tractor),No,No,No,No,Rainfed ,No,No,Yes,No,No,No,No
GH145-3-1,GH,2024/01/16,198,-1.1943223,10.5577953,693439800300301,308,Ghana,Yes,No,No,Very few (0-2%),Stones (6 - 20 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),Yes,No,No,No,Rainfed ,No,No,Yes,No,No,No,No
GH166-4-1,GH,2024/01/18,170,-1.0879582,9.5248763,718821901301001,318,Ghana,Yes,No,No,Common (5-15%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),Yes,No,No,No,Rainfed ,No,No,Yes,No,No,No,No
GH166-3-1,GH,2024/01/18,181,-1.0875367,9.5219462,718821901601101,321,Ghana,Yes,No,No,Many (15-40%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,More than 12 acres (> ± 5 ha ; > 50.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),No,No,No,No,Rainfed ,No,No,Yes,No,No,No,No
GH145-4-1,GH,2024/01/16,206,-1.1918997,10.5592576,693439800200601,324,Ghana,Yes,No,No,Common (5-15%),Stones (6 - 20 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Flat (0 - 0.5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),Yes,No,No,No,Rainfed ,No,No,Yes,No,No,No,No
GH019-3-1,GH,2022/09/19,316,-2.0671261999999997,7.1327243000000005,778040301602001,325,Ghana,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),No,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",More than 12 acres (> ± 5 ha ; > 50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Manual (hoe),No,No,No,Yes,Rainfed ,No,No,No,Yes,No,No,No
GH018-1-1,GH,2022/09/20,346,-2.4029061,7.271922,774921400201701,330,Ghana,No,No,No,Abundant (40-80%),Boulders (20 - 60 cm),"Sloping land (Gradient 10–30%, relief intensity 50-150 m/km)",Sloping (5 - 10%),No,Cultivated and managed land (terrestial area),Herbaceous - Non-Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH018-3-1,GH,2022/09/20,346,-2.4138935,7.254730499999999,774921402000601,332,Ghana,No,No,No,Many (15-40%),Boulders (20 - 60 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH071-1-1,GH,2022/09/20,352,-2.7902744999999998,7.6883238,764232301800601,334,Ghana,No,No,No,Common (5-15%),Boulders (20 - 60 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",Less than 1 acre (< ± 0.4 ha ; < 4000 m2),Contiguous fields; > 50% – irregular pattern and shape,No visible signs of tillage,Not applicable,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH071-2-1,GH,2022/09/20,369,-2.7918986,7.7018183,764232300300601,336,Ghana,No,No,No,Common (5-15%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),No,Cultivated and managed land (terrestial area),Tree,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)",5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH012-2-2,GH,2022/09/21,343,-2.6590164,7.743593799999999,762897101601602,351,Ghana,No,No,No,Abundant (40-80%),Stones (6 - 20 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),No,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Roots and tubers,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Fields: < 20%; scattered ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),No,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH029-1-1,GH,2024/01/15,295,-0.042979699999999996,11.036568699999998,681423201001501,419,Ghana,Yes,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,No
GH032-6-1,GH,2024/01/14,211,-1.0790889,10.855642699999999,685870501200201,426,Ghana,Yes,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,No
GH032-1-1,GH,2024/01/14,235,-1.0677032,10.8523047,685870501501401,429,Ghana,No,No,No,Many (15-40%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,Yes,No
GH032-3-1,GH,2024/01/14,238,-1.0759665,10.8481516,685870502000501,430,Ghana,No,No,No,Common (5-15%),Coarse gravel (2 - 6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,No,No,Yes,No
GH032-2-1,GH,2024/01/14,221,-1.0777431999999998,10.8569633,685870501000401,431,Ghana,No,No,No,Very few (0-2%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,1 to 2 acres (± 0.4 to 0.8 ha ; 4000-8000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,Yes,Yes,Yes,No
GH029-2-1,GH,2024/01/15,291,-0.0510391,11.034646,681423201200601,433,Ghana,Yes,No,No,Many (15-40%),Large boulders (60 - 200 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Gently sloping (2 - 5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Manual (hoe),Yes,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,Yes,No
GH040-1-1,GH,2024/01/15,165,-1.0287780999999998,10.4585199,695667101401301,438,Ghana,Yes,No,No,Common (5-15%),Fine gravel (0.2 - 0.6 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),Yes,Cultivated aquatic or regularly flooded areas,Herbaceous - Graminoids,Cereals,More than 12 acres (> ± 5 ha ; > 50.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Along contours,Mechanical (tractor),No,No,No,No,Rainfed ,No,No,Yes,No,No,No,No
GH039-3-1,GH,2024/01/16,309,-0.07157430000000001,10.5015795,694781800600501,444,Ghana,Yes,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,No visible signs of tillage,Not applicable,Not applicable,Yes,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,Yes,No
GH039-7-1,GH,2024/01/16,313,-0.072513,10.503531,694781800400501,445,Ghana,Yes,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Flat (0 - 0.5%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,2 to 5 acres (± 0.8 to 2 ha ; 8000-20.000 m2),Contiguous fields; > 70% – regular pattern ,"Signs of tillage in the past: ridges visible forming a pattern, but ridges less pronounced/flattened",Not applicable,Manual (hoe),Yes,No,No,No,Rainfed ,No,No,No,No,No,No,No
GH037-2-1,GH,2024/01/16,410,-0.4001183,10.574316900000001,692998800501401,447,Ghana,Yes,No,No,Few (2-5%),Medium gravel (0.6 - 2.0 cm),"Level land (Gradient < 10%, relief intensity < 50 m/km)",Very gently sloping (0.5 - 2.0%),Yes,Cultivated and managed land (terrestial area),Herbaceous - Graminoids,Cereals,5 to 12 acres (± 2 to 5 ha ; 20.000-50.000 m2),Contiguous fields; > 70% – regular pattern ,Signs of field recently tilled: presence of prominent ridges or heaps,Along contours,Manual (hoe),No,No,No,No,Rainfed ,Yes,No,Yes,No,Yes,Yes,No
